Date,ABEV3.SA,ALPA4.SA,ALSO3.SA,ARZZ3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CASH3.SA,CCRO3.SA,CIEL3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,GOLL4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,KLBN11.SA,LREN3.SA,LWSA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PRIO3.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RDOR3.SA,RENT3.SA,RRRP3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,SOMA3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VBBR3.SA,VIIA3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2021-01-04,14.08571720123291,41.191307067871094,26.654956817626953,64.8874282836914,,37.72999954223633,17.859914779663086,30.328739166259766,16.971464157104492,19.132057189941406,23.626741409301758,8.185863494873047,21.806608200073242,36.81351852416992,21.479999542236328,19.049644470214844,28.430147171020508,12.689862251281738,3.1823699474334717,7.07220458984375,,4.699999809265137,23.034868240356445,5.216847896575928,17.50826072692871,17.42482566833496,26.733448028564453,20.170000076293945,25.36972427368164,13.468793869018555,35.29127883911133,32.26344299316406,30.883384704589844,8.369999885559082,15.632499694824219,43.9609489440918,21.269567489624023,38.550785064697266,22.502321243286133,18.520999908447266,8.183145523071289,23.959999084472656,14.973456382751465,30.240846633911133,,196.39549255371094,8.454297065734863,27.62074851989746,18.411205291748047,22.589082717895508,35.2921028137207,19.98444938659668,25.181739807128906,9.459514617919922,17.295942306518555,20.64961051940918,51.66919708251953,9.242304801940918,12.135618209838867,11.04958438873291,18.43925666809082,14.960000038146973,23.39267921447754,19.063676834106445,,63.17074966430664,64.44108581542969,36.40999984741211,36.25226974487305,40.16328048706055,20.539587020874023,23.74332046508789,12.8936185836792,55.346466064453125,25.436660766601562,12.70858097076416,26.964075088500977,22.10648536682129,12.484345436096191,67.3802719116211,18.617412567138672,16.170000076293945,38.32863998413086,35.731388092041016,32.80753707885742
2021-01-05,14.385995864868164,41.21108627319336,26.645498275756836,63.89503860473633,,38.20000076293945,17.895055770874023,30.014074325561523,16.890321731567383,19.015411376953125,23.18459701538086,8.022797584533691,21.642610549926758,37.5331916809082,21.309999465942383,19.057802200317383,29.180063247680664,12.47947883605957,3.1089303493499756,7.07220458984375,,4.670000076293945,22.925251007080078,5.138223171234131,17.3894100189209,17.479801177978516,27.218517303466797,20.229999542236328,24.88013458251953,13.2830171585083,34.97544479370117,31.430368423461914,29.996131896972656,8.569999694824219,15.742500305175781,43.7291259765625,21.316314697265625,37.62630844116211,22.135618209838867,18.969091415405273,8.363452911376953,23.950000762939453,14.585182189941406,31.244915008544922,,193.15957641601562,8.388419151306152,27.441978454589844,18.678604125976562,22.432998657226562,34.94929885864258,20.482574462890625,24.74205780029297,9.399979591369629,17.194366455078125,20.677085876464844,51.37104415893555,9.026908874511719,12.505855560302734,11.481478691101074,18.449182510375977,14.758000373840332,23.327266693115234,19.21299934387207,,62.43328857421875,64.06079864501953,37.59000015258789,35.714229583740234,40.06890869140625,21.483354568481445,23.786884307861328,12.8936185836792,55.09280014038086,25.482908248901367,12.417950630187988,26.83780288696289,21.923181533813477,12.618046760559082,68.51482391357422,18.830427169799805,16.219999313354492,38.003257751464844,37.924495697021484,32.97157287597656
2021-01-06,14.67717170715332,38.96609115600586,25.226673126220703,60.11629867553711,,36.66999816894531,17.60218048095703,30.699871063232422,17.31491470336914,19.645633697509766,22.806760787963867,7.908652305603027,20.944467544555664,39.30466842651367,21.25,19.800207138061523,27.063634872436523,12.116092681884766,3.0354912281036377,7.217249870300293,,4.53000020980835,22.917938232421875,5.144598960876465,17.325408935546875,17.438020706176758,28.36859703063965,20.3799991607666,24.239215850830078,13.190129280090332,34.69203186035156,30.923282623291016,29.825504302978516,8.899999618530273,14.9350004196167,43.08516311645508,20.858200073242188,36.100914001464844,21.668903350830078,19.87949562072754,8.682456970214844,23.219999313354492,14.047572135925293,30.578580856323242,,193.4084930419922,8.556771278381348,28.246456146240234,18.513446807861328,22.85789680480957,33.1934814453125,19.974536895751953,23.4429988861084,9.115530967712402,16.686473846435547,19.79798698425293,48.797027587890625,8.953060150146484,12.649839401245117,11.50440788269043,17.506378173828125,14.59000015258789,22.78520393371582,19.093542098999023,,59.84388732910156,60.37192153930664,37.04999923706055,36.93704605102539,39.87073516845703,21.42572021484375,25.067720413208008,12.648492813110352,54.0875244140625,25.529157638549805,12.074474334716797,25.56536293029785,21.65738868713379,13.228057861328125,70.76181030273438,18.557769775390625,15.489999771118164,37.5777587890625,38.930076599121094,31.659278869628906
2021-01-07,14.604377746582031,38.273799896240234,24.77264976501465,60.03995895385742,,36.04999923706055,18.094223022460938,31.918195724487305,17.739521026611328,20.16719627380371,23.28910255432129,7.867886066436768,21.077198028564453,42.282962799072266,21.93000030517578,20.289705276489258,27.096965789794922,12.077841758728027,3.0599710941314697,7.1372246742248535,,4.619999885559082,22.10675048828125,5.01072359085083,17.197410583496094,18.117509841918945,30.144569396972656,19.559999465942383,24.39054298400879,13.718877792358398,34.4005012512207,30.705955505371094,29.262435913085938,8.880000114440918,14.925000190734863,40.92146682739258,20.409435272216797,35.426048278808594,21.766891479492188,21.01038360595703,9.084678649902344,23.399999618530273,14.216818809509277,30.514684677124023,,192.91065979003906,8.900800704956055,29.34592628479004,18.74152374267578,24.071897506713867,34.07138442993164,19.50615119934082,23.143217086791992,9.15522289276123,16.575664520263672,19.779674530029297,48.18085479736328,9.111836433410645,13.0200777053833,11.848395347595215,17.387287139892578,14.805999755859375,22.495481491088867,19.54151153564453,,58.453285217285156,63.2336540222168,36.5,37.442474365234375,39.84242630004883,21.490558624267578,26.209138870239258,12.550442695617676,58.70990753173828,24.78147315979004,11.880717277526855,25.497371673583984,22.317285537719727,13.863138198852539,75.38104248046875,18.89859390258789,15.079999923706055,36.62663269042969,40.538997650146484,32.054893493652344
2021-01-08,15.041145324707031,40.25177001953125,25.68069839477539,61.165950775146484,,36.599998474121094,18.360742568969727,32.10376739501953,17.602785110473633,19.993345260620117,24.012617111206055,7.933111667633057,21.74485206604004,42.49885559082031,21.979999542236328,20.14285659790039,33.06296157836914,12.469916343688965,3.1252501010894775,7.627377033233643,,4.820000171661377,22.961788177490234,5.1934733390808105,17.82826042175293,18.08672523498535,30.324512481689453,19.510000228881836,25.556659698486328,14.669194221496582,35.84194564819336,31.674854278564453,30.115568161010742,8.8100004196167,15.619999885559082,41.719970703125,21.04518699645996,37.38593673706055,23.045812606811523,20.697431564331055,8.932112693786621,23.510000228881836,16.735212326049805,32.23073196411133,,199.13357543945312,8.878843307495117,29.336984634399414,19.189807891845703,25.05176544189453,36.0362434387207,19.590412139892578,23.822723388671875,9.267678260803223,17.720722198486328,20.49393653869629,50.40703201293945,9.420774459838867,12.99539566040039,11.894261360168457,17.99266815185547,14.890000343322754,23.14969253540039,19.90984535217285,,59.680850982666016,67.50245666503906,35.5099983215332,37.08378219604492,41.1635856628418,22.585617065429688,27.089168548583984,12.442586898803711,58.982364654541016,25.321035385131836,12.417950630187988,27.197193145751953,22.894691467285156,13.796289443969727,75.14527893066406,19.426864624023438,15.529999732971191,37.58610153198242,42.99067687988281,33.145263671875
2021-01-11,14.649874687194824,39.3715705871582,24.57401466369629,60.21171951293945,,36.439998626708984,17.6051082611084,31.57931900024414,17.336511611938477,19.63838768005371,23.514196395874023,7.835272789001465,21.235267639160156,42.072601318359375,21.530000686645508,20.477346420288086,38.32904052734375,12.364726066589355,3.0354912281036377,7.362295150756836,,4.619999885559082,22.31137466430664,4.909432411193848,17.371124267578125,17.785463333129883,29.65949821472168,19.079999923706055,24.56857681274414,14.44769287109375,35.14551544189453,30.524852752685547,29.458656311035156,8.609999656677246,15.600000381469727,40.75832748413086,20.624467849731445,35.6756591796875,22.549388885498047,20.12843132019043,8.779544830322266,23.360000610351562,18.15142250061035,31.126251220703125,,189.6747283935547,8.673890113830566,28.675525665283203,19.071840286254883,25.580724716186523,34.65666198730469,21.84560203552246,23.472976684570312,9.234602928161621,17.259004592895508,19.61484146118164,48.797027587890625,9.161069869995117,12.871983528137207,11.794883728027344,18.80645751953125,15.569999694824219,23.028196334838867,19.56142234802246,,58.731407165527344,66.1904525756836,33.5,36.41138458251953,39.21015167236328,22.8521785736084,27.185012817382812,12.599468231201172,57.60129165649414,25.205419540405273,12.329877853393555,27.148630142211914,21.822362899780273,13.96341323852539,75.13055419921875,19.03491973876953,15.119999885559082,37.16060256958008,41.673851013183594,31.446992874145508
2021-01-12,15.286826133728027,39.22322463989258,24.923994064331055,60.889225006103516,,37.720001220703125,18.11471939086914,31.869779586791992,17.343704223632812,19.623903274536133,23.66693687438965,8.145096778869629,21.424001693725586,42.033843994140625,21.360000610351562,20.485506057739258,45.82819747924805,12.527294158935547,3.1170904636383057,7.332283973693848,,4.650000095367432,22.420995712280273,4.750767707824707,18.422534942626953,18.234058380126953,29.792509078979492,19.639999389648438,25.77920150756836,14.576308250427246,35.30746841430664,31.15871238708496,29.919347763061523,9.289999961853027,16.27750015258789,40.10578155517578,20.624467849731445,36.97917175292969,23.357128143310547,19.573650360107422,8.62697696685791,24.280000686645508,17.672700881958008,31.829099655151367,,193.65740966796875,8.739768981933594,28.764911651611328,19.370695114135742,25.745481491088867,35.03290557861328,24.311439514160156,24.182464599609375,9.399979591369629,17.87770652770996,19.816303253173828,51.14246368408203,9.39738941192627,12.826732635498047,11.706977844238281,19.997365951538086,15.300000190734863,23.439409255981445,20.59673500061035,,61.541385650634766,67.57852935791016,34.029998779296875,37.13977813720703,39.34226989746094,24.033693313598633,27.751367568969727,13.040695190429688,57.526126861572266,25.575403213500977,12.32107162475586,27.847984313964844,21.666555404663086,13.771217346191406,73.0750961303711,19.179767608642578,15.170000076293945,37.12723159790039,43.12953567504883,32.90403366088867
2021-01-13,14.713569641113281,39.50013732910156,24.602392196655273,60.87968063354492,,35.959999084472656,18.187942504882812,30.296459197998047,17.019861221313477,19.3268985748291,23.779483795166016,7.990185260772705,21.544322967529297,41.19792938232422,21.239999771118164,20.477346420288086,42.16194152832031,12.469916343688965,3.1660501956939697,7.397305965423584,,4.630000114440918,22.676776885986328,4.632476329803467,18.61452865600586,18.62547492980957,28.360774993896484,19.309999465942383,25.618972778320312,14.433402061462402,35.87434005737305,30.995723724365234,29.72313117980957,9.199999809265137,16.875,40.65529251098633,20.932992935180664,36.27656936645508,23.289813995361328,18.92641830444336,8.405062675476074,23.15999984741211,16.954622268676758,31.93864631652832,,194.15524291992188,8.65192985534668,28.29115867614746,19.551586151123047,25.0430965423584,34.6148567199707,25.550556182861328,24.002593994140625,9.386747360229492,18.662626266479492,19.66978645324707,50.884071350097656,9.580781936645508,12.23434829711914,11.141311645507812,21.406606674194336,15.895999908447266,23.439409255981445,20.606691360473633,,63.63208770751953,67.54998779296875,34.79999923706055,36.88606262207031,39.861297607421875,24.12014389038086,27.315711975097656,13.079915046691895,56.37053298950195,26.068723678588867,12.294649124145508,27.779993057250977,21.50157928466797,12.935585975646973,70.88705444335938,18.924150466918945,14.850000381469727,37.210655212402344,43.23009490966797,32.585609436035156
2021-01-14,14.865978240966797,40.647361755371094,25.65232276916504,63.17937088012695,,38.56999969482422,18.0590763092041,30.22385025024414,17.559600830078125,19.920900344848633,24.101045608520508,8.006490707397461,21.589149475097656,41.5854377746582,21.100000381469727,20.591562271118164,42.41191482543945,13.014997482299805,3.2068493366241455,7.507339954376221,,4.769999980926514,23.210262298583984,4.749350547790527,18.8065242767334,18.55950927734375,29.25267219543457,20.3700008392334,26.509140014648438,14.511999130249023,36.62745666503906,32.13667297363281,30.729825973510742,9.979999542236328,16.985000610351562,42.24372482299805,21.699634552001953,37.728004455566406,23.4244384765625,19.715906143188477,8.640847206115723,24.200000762939453,17.154088973999023,31.673925399780273,,195.64874267578125,8.842245101928711,29.13140106201172,19.315643310546875,24.64421272277832,36.270347595214844,27.012712478637695,23.71280288696289,9.320598602294922,19.115110397338867,20.091018676757812,50.03931427001953,9.514317512512207,12.283714294433594,11.255975723266602,21.833351135253906,15.600000381469727,24.196428298950195,20.646509170532227,,64.35135650634766,70.28812408447266,36.0,37.6881217956543,40.12553024291992,24.35068130493164,27.524826049804688,13.57016658782959,56.05109786987305,26.02246856689453,12.453177452087402,27.372034072875977,21.37326431274414,13.169564247131348,72.05105590820312,19.026399612426758,14.899999618530273,37.07716751098633,43.03377151489258,34.06194305419922
2021-01-15,14.582554817199707,40.63747787475586,25.463144302368164,64.3244400024414,,37.41999816894531,17.520174026489258,29.287921905517578,16.911909103393555,19.370361328125,23.594587326049805,7.9249587059021,21.14089584350586,39.55931854248047,20.760000228881836,20.558931350708008,42.99518585205078,12.527294158935547,3.1170904636383057,7.33728551864624,,4.760000228881836,23.56104850769043,4.675684452056885,18.5505313873291,17.908607482910156,26.882099151611328,19.850000381469727,25.44093894958496,14.183319091796875,36.109188079833984,30.86894989013672,29.501314163208008,9.520000457763672,16.704999923706055,42.00331115722656,21.839872360229492,36.41523361206055,23.584306716918945,18.54945182800293,8.183145523071289,23.549999237060547,17.253820419311523,31.765207290649414,,191.9149932861328,8.498214721679688,28.031930923461914,19.20553970336914,25.05176544189453,36.01951599121094,26.834278106689453,23.942636489868164,9.241219520568848,18.745737075805664,19.550739288330078,49.08523941040039,9.406003952026367,11.851766586303711,10.747639656066895,21.58524513244629,14.855999946594238,24.33661651611328,21.114389419555664,,64.63906860351562,67.22673797607422,35.310001373291016,36.051292419433594,40.16328048706055,24.264230728149414,27.080455780029297,14.266324996948242,57.450965881347656,26.02246856689453,12.365106582641602,27.245758056640625,20.78669548034668,12.551196098327637,68.92000579833984,18.59185028076172,14.579999923706055,37.277408599853516,41.25725173950195,32.942626953125
